antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'AR5L010000'}),frozenset({'AWK8010000'}),0.06228373702422145,0.1903114186851211,0.01730103806228374,0.2777777777777778,1.4595959595959596,0.005447731708193151,1.1211072664359862,0.3357933579335794
frozenset({'AWK8010000'}),frozenset({'AR5L010000'}),0.1903114186851211,0.06228373702422145,0.01730103806228374,0.09090909090909091,1.4595959595959598,0.005447731708193151,1.0314878892733566,0.388888888888889
frozenset({'AX15010000'}),frozenset({'AR5L010000'}),0.14878892733564014,0.06228373702422145,0.01384083044982699,0.09302325581395349,1.4935400516795867,0.004573700027537986,1.0338922899476533,0.3882113821138212
frozenset({'AR5L010000'}),frozenset({'AX15010000'}),0.06228373702422145,0.14878892733564014,0.01384083044982699,0.22222222222222224,1.4935400516795867,0.004573700027537986,1.0944142362827483,0.3523985239852399
frozenset({'AR5X010000'}),frozenset({'AW5L010000'}),0.1695501730103806,0.02768166089965398,0.010380622837370242,0.061224489795918366,2.211734693877551,0.005687192442619221,1.035730404693847,0.6597222222222222
frozenset({'AW5L010000'}),frozenset({'AR5X010000'}),0.02768166089965398,0.1695501730103806,0.010380622837370242,0.37499999999999994,2.211734693877551,0.005687192442619221,1.3287197231833912,0.5634638196915778
frozenset({'AR5X010000'}),frozenset({'VMJN010000'}),0.1695501730103806,0.03806228373702422,0.01730103806228374,0.10204081632653063,2.6808905380333954,0.010847571269501085,1.0712488203837685,0.755
frozenset({'VMJN010000'}),frozenset({'AR5X010000'}),0.03806228373702422,0.1695501730103806,0.01730103806228374,0.4545454545454546,2.6808905380333954,0.010847571269501085,1.522491349480969,0.6517985611510791
frozenset({'VMR0010000'}),frozenset({'AR5X010000'}),0.04498269896193772,0.1695501730103806,0.010380622837370242,0.23076923076923075,1.3610675039246467,0.0027537984458998336,1.0795847750865053,0.2777777777777778
frozenset({'AR5X010000'}),frozenset({'VMR0010000'}),0.1695501730103806,0.04498269896193772,0.010380622837370242,0.061224489795918366,1.3610675039246467,0.0027537984458998336,1.0173010380622836,0.3194444444444444
frozenset({'AR5Y010000'}),frozenset({'AT2P010000'}),0.2491349480968858,0.05536332179930796,0.01730103806228374,0.06944444444444445,1.254340277777778,0.003508099759341963,1.015131952693281,0.2700460829493088
frozenset({'AT2P010000'}),frozenset({'AR5Y010000'}),0.05536332179930796,0.2491349480968858,0.01730103806228374,0.3125,1.254340277777778,0.003508099759341963,1.0921673482227114,0.21465201465201472
frozenset({'AX15010000'}),frozenset({'AR5Y010000'}),0.14878892733564014,0.2491349480968858,0.04498269896193772,0.3023255813953488,1.2135012919896642,0.007914177272781701,1.0762399077277969,0.20669168230143856
frozenset({'AR5Y010000'}),frozenset({'AX15010000'}),0.2491349480968858,0.14878892733564014,0.04498269896193772,0.18055555555555558,1.2135012919896642,0.007914177272781701,1.0387660547768458,0.23431407302375062
frozenset({'AW9T010000'}),frozenset({'AW9M010000'}),0.02768166089965398,0.02422145328719723,0.010380622837370242,0.37499999999999994,15.482142857142854,0.00971013278097724,1.5612456747404844,0.9620403321470938
frozenset({'AW9M010000'}),frozenset({'AW9T010000'}),0.02422145328719723,0.02768166089965398,0.010380622837370242,0.42857142857142855,15.482142857142856,0.00971013278097724,1.7015570934256057,0.958628841607565
frozenset({'AX09010000'}),frozenset({'AWK8010000'}),0.020761245674740483,0.1903114186851211,0.010380622837370242,0.5,2.6272727272727274,0.006429520719340046,1.6193771626297577,0.6325088339222615
frozenset({'AWK8010000'}),frozenset({'AX09010000'}),0.1903114186851211,0.020761245674740483,0.010380622837370242,0.05454545454545454,2.6272727272727274,0.006429520719340046,1.0357332978440246,0.7649572649572649
frozenset({'AX11010000'}),frozenset({'AWK8010000'}),0.05536332179930796,0.1903114186851211,0.020761245674740483,0.37499999999999994,1.9704545454545452,0.010224973359993294,1.295501730103806,0.5213675213675213
frozenset({'AWK8010000'}),frozenset({'AX11010000'}),0.1903114186851211,0.05536332179930796,0.020761245674740483,0.10909090909090909,1.9704545454545452,0.010224973359993294,1.0603064755313891,0.6082621082621081
frozenset({'AX15010000'}),frozenset({'AWK8010000'}),0.14878892733564014,0.1903114186851211,0.04844290657439446,0.3255813953488372,1.710782241014799,0.02012667472851139,1.2005727240186133,0.4880952380952381
frozenset({'AWK8010000'}),frozenset({'AX15010000'}),0.1903114186851211,0.14878892733564014,0.04844290657439446,0.2545454545454545,1.710782241014799,0.02012667472851139,1.1418685121107266,0.5131257631257632
frozenset({'AWK8010000'}),frozenset({'VMJN010000'}),0.1903114186851211,0.03806228373702422,0.010380622837370242,0.05454545454545454,1.4330578512396694,0.0031369356209815487,1.017434122970455,0.3732193732193731
frozenset({'VMJN010000'}),frozenset({'AWK8010000'}),0.03806228373702422,0.1903114186851211,0.010380622837370242,0.2727272727272727,1.4330578512396692,0.0031369356209815487,1.1133217993079585,0.3141486810551558
frozenset({'AX11010000'}),frozenset({'AX15010000'}),0.05536332179930796,0.14878892733564014,0.02768166089965398,0.5,3.3604651162790695,0.019444211635397085,1.7024221453287196,0.7435897435897435
frozenset({'AX15010000'}),frozenset({'AX11010000'}),0.14878892733564014,0.05536332179930796,0.02768166089965398,0.18604651162790697,3.3604651162790695,0.019444211635397085,1.160553633217993,0.8252032520325203
"frozenset({'A3K0010000', 'AWK8010000'})",frozenset({'A3JY010000'}),0.01384083044982699,0.058823529411764705,0.010380622837370242,0.7499999999999999,12.749999999999998,0.009566456340321595,3.7647058823529393,0.9345029239766081
"frozenset({'A3K0010000', 'A3JY010000'})",frozenset({'AWK8010000'}),0.03460207612456748,0.1903114186851211,0.010380622837370242,0.29999999999999993,1.576363636363636,0.003795452640653248,1.1566979733069698,0.3787335722819593
"frozenset({'AWK8010000', 'A3JY010000'})",frozenset({'A3K0010000'}),0.01730103806228374,0.11072664359861592,0.010380622837370242,0.5999999999999999,5.418749999999998,0.008464936961961662,2.2231833910034595,0.82981220657277
frozenset({'A3K0010000'}),"frozenset({'AWK8010000', 'A3JY010000'})",0.11072664359861592,0.01730103806228374,0.010380622837370242,0.09374999999999999,5.418749999999998,0.008464936961961662,1.0843574752416179,0.9169909208819716
frozenset({'AWK8010000'}),"frozenset({'A3K0010000', 'A3JY010000'})",0.1903114186851211,0.03460207612456748,0.010380622837370242,0.05454545454545454,1.5763636363636362,0.003795452640653248,1.021093957945169,0.4515669515669514
frozenset({'A3JY010000'}),"frozenset({'A3K0010000', 'AWK8010000'})",0.058823529411764705,0.01384083044982699,0.010380622837370242,0.1764705882352941,12.749999999999998,0.009566456340321595,1.1974789915966386,0.9791666666666665
